Date,TOEI ANIMATION,IG Port
2015-01-01,1.0,1.0
2015-01-02,1.0,1.0
2015-01-05,1.0116954534892726,1.014082045392125
2015-01-06,1.0014626764297587,1.0
2015-01-07,0.9824568197660909,1.0008239494644329
2015-01-08,1.017543180233909,1.0099373299043721
2015-01-09,1.0467818139570908,1.0099373299043721
2015-01-12,1.0467818139570908,1.0099373299043721
2015-01-13,1.0233909069785454,1.0140820453921253
2015-01-14,1.0701756999100347,1.048047073314857
2015-01-15,1.1067247368076116,1.0265078691335217
2015-01-16,1.1535065507647024,1.0066248866029148
2015-01-19,1.1549692271944612,0.995855284512247
2015-01-20,1.1418110972754296,0.9975115061629758
2015-01-21,1.1418110972754296,1.0000000000000002
2015-01-22,1.137426046960552,0.9908866195600611
2015-01-23,1.1140351399820065,1.0265078691335217
2015-01-26,1.1242679170415206,1.0165705392291497
2015-01-27,1.137426046960552,1.015738267042854
2015-01-28,1.1418110972754296,1.0099373299043723
2015-01-29,1.166664680683734,0.9975115061629759
2015-01-30,1.1812854870325242,1.0223714763676317
2015-02-02,1.0380117133273354,1.010769602090668
2015-02-03,1.0745607502249124,1.0729070435195132
2015-02-04,1.0672503470505172,1.0911338043993912
2015-02-05,1.0701756999100347,1.101903406490059
2015-02-06,1.071635397365395,1.0455669021996958
2015-02-09,1.086256203714185,1.0555042321040677
2015-02-10,1.086256203714185,1.0571687764766595
2015-02-11,1.086256203714185,1.0571687764766595
2015-02-12,1.0818711533993073,1.0729070435195134
2015-02-13,1.0380117133273352,1.088645310562367
2015-02-16,1.03070131015294,1.0828443734238853
2015-02-17,1.0467818139570904,1.0521917888026109
2015-02-18,1.0716353973653945,1.0687623280317604
2015-02-19,1.081871153399307,1.0563365042903639
2015-02-20,1.099414333633216,1.0712508218687848
2015-02-23,1.0964919597480973,1.074563265170242
2015-02-24,1.0862562037141845,1.1184739457192088
2015-02-25,1.0906412540290622,1.1400131499005441
2015-02-26,1.1067247368076112,1.1234426106713946
2015-02-27,1.1111097871224889,1.1060481219778124
2015-03-02,1.0964919597480973,1.1267550539728521
2015-03-03,1.0906412540290622,1.1110167869299985
2015-03-04,1.0906412540290622,1.0911338043993917
2015-03-05,1.0774861030844294,1.100247184839331
2015-03-06,1.0774861030844294,1.110184514743703
2015-03-09,1.081871153399307,1.1226186612069624
